lead_code,total_due,dpd_bucket,state
LDSMFG_186488,38666,90-180,Maharashtra
LDSMFG_186489,33858,30-60,Delhi
LDSMFG_186490,441947,60-90,Karnataka
LDSMFG_186491,32640,60-90,Delhi
LDSMFG_186492,253510,180+,UP
LDSMFG_186493,419980,180+,Delhi
LDSMFG_186494,315081,60-90,Karnataka
LDSMFG_186495,21473,30-60,UP
LDSMFG_186496,265852,60-90,Tamil Nadu
LDSMFG_186497,186212,60-90,Tamil Nadu
LDSMFG_186498,323353,90-180,Tamil Nadu
LDSMFG_186499,466192,30-60,UP
LDSMFG_186500,411677,90-180,Karnataka
LDSMFG_186501,265507,180+,Karnataka
LDSMFG_186502,141635,30-60,Karnataka
LDSMFG_186503,16403,60-90,UP
LDSMFG_186504,480428,90-180,Maharashtra
LDSMFG_186505,293209,30-60,Tamil Nadu
LDSMFG_186506,446590,30-60,Maharashtra
LDSMFG_186507,212969,180+,Maharashtra
LDSMFG_186508,484401,90-180,Maharashtra
LDSMFG_186509,272573,30-60,Karnataka
LDSMFG_186510,325937,60-90,Delhi
LDSMFG_186511,14282,60-90,Tamil Nadu
LDSMFG_186512,60351,180+,Karnataka
LDSMFG_186513,344501,30-60,Tamil Nadu
LDSMFG_186514,397708,90-180,Karnataka
LDSMFG_186515,449983,30-60,UP
LDSMFG_186516,144414,90-180,Karnataka
LDSMFG_186517,150725,90-180,UP
LDSMFG_186518,200724,180+,Maharashtra
LDSMFG_186519,10434,30-60,Delhi
LDSMFG_186520,464735,180+,Delhi
LDSMFG_186521,465571,90-180,Maharashtra
LDSMFG_186522,350040,30-60,Maharashtra
LDSMFG_186523,387981,30-60,Delhi
LDSMFG_186524,273604,90-180,Karnataka
LDSMFG_186525,499298,60-90,Karnataka
LDSMFG_186526,412132,90-180,UP
LDSMFG_186527,220563,60-90,Maharashtra
LDSMFG_186528,407594,60-90,Karnataka
LDSMFG_186529,107205,30-60,Karnataka
LDSMFG_186530,336119,60-90,Karnataka
LDSMFG_186531,32140,90-180,Delhi
LDSMFG_186532,323529,60-90,Tamil Nadu
LDSMFG_186533,374987,60-90,Maharashtra
LDSMFG_186534,21213,30-60,Maharashtra
LDSMFG_186535,362568,60-90,UP
LDSMFG_186536,305396,30-60,Delhi
LDSMFG_186537,61689,60-90,Delhi
LDSMFG_186538,368855,60-90,Karnataka
LDSMFG_186539,376265,60-90,Maharashtra
LDSMFG_186540,295472,90-180,Tamil Nadu
LDSMFG_186541,128546,60-90,Tamil Nadu
LDSMFG_186542,497292,30-60,Maharashtra
LDSMFG_186543,376844,60-90,Tamil Nadu
LDSMFG_186544,444125,90-180,UP
LDSMFG_186545,96276,90-180,Tamil Nadu
LDSMFG_186546,68823,30-60,Delhi
LDSMFG_186547,272097,30-60,Maharashtra
LDSMFG_186548,468346,30-60,Delhi
LDSMFG_186549,275984,90-180,Karnataka
LDSMFG_186550,490551,60-90,Delhi
LDSMFG_186551,116391,180+,Tamil Nadu
LDSMFG_186552,337626,30-60,Maharashtra
LDSMFG_186553,210859,30-60,Tamil Nadu
LDSMFG_186554,464739,60-90,UP
LDSMFG_186555,89110,30-60,Karnataka
LDSMFG_186556,263696,30-60,Maharashtra
LDSMFG_186557,435607,60-90,Maharashtra
LDSMFG_186558,350849,60-90,Tamil Nadu
LDSMFG_186559,14719,30-60,Delhi
LDSMFG_186560,273293,90-180,Karnataka
LDSMFG_186561,230863,30-60,UP
LDSMFG_186562,192040,180+,Tamil Nadu
LDSMFG_186563,312423,90-180,Tamil Nadu
LDSMFG_186564,137973,30-60,Delhi
LDSMFG_186565,154859,60-90,Maharashtra
LDSMFG_186566,352049,30-60,Karnataka
LDSMFG_186567,367298,180+,Maharashtra
LDSMFG_186568,358263,60-90,Tamil Nadu
LDSMFG_186569,75691,60-90,Delhi
LDSMFG_186570,423337,60-90,Karnataka
LDSMFG_186571,404233,30-60,Maharashtra
LDSMFG_186572,95636,30-60,Delhi
LDSMFG_186573,17202,60-90,Karnataka
LDSMFG_186574,473681,30-60,Delhi
LDSMFG_186575,333760,30-60,Delhi
LDSMFG_186576,269165,180+,Maharashtra
LDSMFG_186577,454542,30-60,Tamil Nadu
LDSMFG_186578,243906,30-60,UP
LDSMFG_186579,113654,90-180,Tamil Nadu
LDSMFG_186580,147451,90-180,UP
LDSMFG_186581,374970,30-60,Delhi
LDSMFG_186582,398986,30-60,UP
LDSMFG_186583,127868,30-60,Maharashtra
LDSMFG_186584,223778,60-90,UP
LDSMFG_186585,14933,90-180,Tamil Nadu
LDSMFG_186586,296125,90-180,Tamil Nadu
LDSMFG_186587,148453,30-60,Delhi
LDSMFG_186588,143431,60-90,Karnataka
LDSMFG_186589,61097,90-180,Karnataka
LDSMFG_186590,159902,30-60,Delhi
LDSMFG_186591,249271,90-180,Delhi
LDSMFG_186592,51134,90-180,Tamil Nadu
LDSMFG_186593,181144,90-180,Delhi
LDSMFG_186594,96470,180+,Delhi
LDSMFG_186595,212933,30-60,Tamil Nadu
LDSMFG_186596,486916,90-180,Maharashtra
LDSMFG_186597,409204,60-90,Karnataka
LDSMFG_186598,301508,90-180,Tamil Nadu
LDSMFG_186599,228164,30-60,Maharashtra
LDSMFG_186600,341427,30-60,Karnataka
LDSMFG_186601,256206,30-60,Delhi
LDSMFG_186602,475908,30-60,Karnataka
LDSMFG_186603,264199,30-60,UP
LDSMFG_186604,16763,30-60,Karnataka
LDSMFG_186605,229243,30-60,Maharashtra
LDSMFG_186606,304266,30-60,Delhi
LDSMFG_186607,392784,30-60,UP
LDSMFG_186608,480970,60-90,Karnataka
LDSMFG_186609,47607,60-90,Delhi
LDSMFG_186610,376699,180+,Delhi
LDSMFG_186611,210666,90-180,Tamil Nadu
LDSMFG_186612,234351,90-180,Maharashtra
LDSMFG_186613,349967,30-60,Delhi
LDSMFG_186614,32033,180+,Delhi
LDSMFG_186615,378623,180+,Tamil Nadu
LDSMFG_186616,447510,30-60,Delhi
LDSMFG_186617,387852,90-180,Maharashtra
LDSMFG_186618,118036,60-90,UP
LDSMFG_186619,488022,30-60,Karnataka
LDSMFG_186620,106090,60-90,Karnataka
LDSMFG_186621,483526,30-60,Karnataka
LDSMFG_186622,65039,30-60,Delhi
LDSMFG_186623,200529,60-90,Tamil Nadu
LDSMFG_186624,110249,60-90,Maharashtra
LDSMFG_186625,7759,90-180,UP
LDSMFG_186626,327837,60-90,Delhi
LDSMFG_186627,213689,90-180,UP
LDSMFG_186628,471571,30-60,Karnataka
LDSMFG_186629,426525,90-180,Karnataka
LDSMFG_186630,247778,60-90,Tamil Nadu
LDSMFG_186631,80449,60-90,Delhi
LDSMFG_186632,434137,90-180,Delhi
LDSMFG_186633,492442,90-180,Karnataka
LDSMFG_186634,379138,60-90,Delhi
LDSMFG_186635,368279,30-60,Delhi
LDSMFG_186636,290040,30-60,Karnataka
LDSMFG_186637,275793,30-60,UP
LDSMFG_186638,330650,180+,Karnataka
LDSMFG_186639,325764,90-180,UP
LDSMFG_186640,340211,60-90,UP
LDSMFG_186641,92232,90-180,Maharashtra
LDSMFG_186642,225437,30-60,Delhi
LDSMFG_186643,346648,30-60,Maharashtra
LDSMFG_186644,44970,60-90,UP
LDSMFG_186645,376955,60-90,Tamil Nadu
LDSMFG_186646,334288,60-90,Delhi
LDSMFG_186647,434878,30-60,Karnataka
LDSMFG_186648,241164,30-60,Delhi
LDSMFG_186649,55248,180+,UP
LDSMFG_186650,316922,30-60,UP
LDSMFG_186651,168149,180+,Delhi
LDSMFG_186652,452085,60-90,Delhi
LDSMFG_186653,297007,60-90,Delhi
LDSMFG_186654,427615,30-60,Karnataka
LDSMFG_186655,90331,60-90,UP
LDSMFG_186656,465896,60-90,Maharashtra
LDSMFG_186657,399115,30-60,UP
LDSMFG_186658,398086,90-180,UP
LDSMFG_186659,202305,30-60,Karnataka
LDSMFG_186660,387912,30-60,Tamil Nadu
LDSMFG_186661,442106,90-180,Delhi
LDSMFG_186662,90975,60-90,Maharashtra
LDSMFG_186663,176071,30-60,Delhi
LDSMFG_186664,99303,30-60,Karnataka
LDSMFG_186665,49577,180+,Karnataka
LDSMFG_186666,450808,90-180,Karnataka
LDSMFG_186667,434400,90-180,Tamil Nadu
LDSMFG_186668,474994,30-60,Karnataka
LDSMFG_186669,367937,30-60,Maharashtra
LDSMFG_186670,11594,180+,Karnataka
LDSMFG_186671,445198,180+,Tamil Nadu
LDSMFG_186672,11377,60-90,Tamil Nadu
LDSMFG_186673,461354,90-180,UP
LDSMFG_186674,256879,90-180,Maharashtra
LDSMFG_186675,284320,180+,Karnataka
LDSMFG_186676,162723,90-180,Maharashtra
LDSMFG_186677,131423,30-60,Maharashtra
LDSMFG_186678,455116,60-90,Delhi
LDSMFG_186679,317218,60-90,Delhi
LDSMFG_186680,268625,60-90,Tamil Nadu
LDSMFG_186681,323283,60-90,Delhi
LDSMFG_186682,438489,180+,UP
LDSMFG_186683,13933,30-60,Tamil Nadu
LDSMFG_186684,263951,60-90,Maharashtra
LDSMFG_186685,220025,180+,Karnataka
LDSMFG_186686,104749,30-60,Karnataka
LDSMFG_186687,62718,60-90,Maharashtra
LDSMFG_186688,499429,30-60,Tamil Nadu
LDSMFG_186689,10768,90-180,Maharashtra
LDSMFG_186690,423415,90-180,UP
LDSMFG_186691,339122,30-60,Tamil Nadu
LDSMFG_186692,341920,30-60,UP
LDSMFG_186693,5605,30-60,Karnataka
LDSMFG_186694,56265,90-180,Delhi
LDSMFG_186695,204184,60-90,Maharashtra
LDSMFG_186696,272884,90-180,Maharashtra
LDSMFG_186697,190734,60-90,Delhi
LDSMFG_186698,54429,90-180,Tamil Nadu
LDSMFG_186699,285585,60-90,Tamil Nadu
LDSMFG_186700,364769,90-180,Karnataka
LDSMFG_186701,235540,30-60,Karnataka
LDSMFG_186702,115377,30-60,UP
LDSMFG_186703,230307,30-60,Maharashtra
LDSMFG_186704,466923,60-90,Maharashtra
LDSMFG_186705,141378,90-180,Tamil Nadu
LDSMFG_186706,86674,30-60,Tamil Nadu
LDSMFG_186707,404752,30-60,Delhi
LDSMFG_186708,392791,60-90,Karnataka
LDSMFG_186709,83672,180+,Karnataka
LDSMFG_186710,446654,60-90,Delhi
LDSMFG_186711,103564,30-60,UP
LDSMFG_186712,36812,60-90,Karnataka
LDSMFG_186713,33709,60-90,UP
LDSMFG_186714,119654,60-90,Delhi
LDSMFG_186715,468937,30-60,UP
LDSMFG_186716,461154,60-90,Maharashtra
LDSMFG_186717,319861,30-60,Tamil Nadu
LDSMFG_186718,254578,60-90,Delhi
LDSMFG_186719,288090,90-180,UP
LDSMFG_186720,27591,30-60,UP
LDSMFG_186721,482930,30-60,UP
LDSMFG_186722,430624,60-90,Maharashtra
LDSMFG_186723,14395,90-180,Maharashtra
LDSMFG_186724,20013,30-60,UP
LDSMFG_186725,405204,60-90,Karnataka
LDSMFG_186726,56164,30-60,Karnataka
LDSMFG_186727,326298,60-90,Tamil Nadu
LDSMFG_186728,60394,30-60,Delhi
LDSMFG_186729,491936,30-60,Delhi
LDSMFG_186730,29879,90-180,Tamil Nadu
LDSMFG_186731,415696,60-90,Maharashtra
LDSMFG_186732,148292,60-90,Maharashtra
LDSMFG_186733,16810,30-60,Maharashtra
LDSMFG_186734,67386,90-180,Karnataka
LDSMFG_186735,38934,30-60,UP
LDSMFG_186736,435293,60-90,Karnataka
LDSMFG_186737,291412,60-90,Delhi
LDSMFG_186738,305445,30-60,Karnataka
LDSMFG_186739,307996,90-180,Tamil Nadu
LDSMFG_186740,272992,30-60,Delhi
LDSMFG_186741,46304,90-180,Delhi
LDSMFG_186742,235119,30-60,UP
LDSMFG_186743,260573,30-60,Maharashtra
LDSMFG_186744,400757,60-90,UP
LDSMFG_186745,92720,30-60,Maharashtra
LDSMFG_186746,195338,60-90,Delhi
LDSMFG_186747,169988,30-60,Delhi
LDSMFG_186748,261840,30-60,UP
LDSMFG_186749,118047,90-180,UP
LDSMFG_186750,51315,90-180,UP
LDSMFG_186751,361206,90-180,UP
LDSMFG_186752,249703,60-90,Delhi
LDSMFG_186753,439832,60-90,Tamil Nadu
LDSMFG_186754,206320,180+,Delhi
LDSMFG_186755,347359,30-60,Maharashtra
LDSMFG_186756,22159,30-60,Maharashtra
LDSMFG_186757,129549,90-180,UP
LDSMFG_186758,20880,30-60,Delhi
LDSMFG_186759,430486,30-60,Delhi
LDSMFG_186760,175047,180+,Tamil Nadu
LDSMFG_186761,277343,30-60,Karnataka
LDSMFG_186762,102969,30-60,Tamil Nadu
LDSMFG_186763,443773,30-60,Delhi
LDSMFG_186764,326147,90-180,Tamil Nadu
LDSMFG_186765,307090,90-180,Delhi
LDSMFG_186766,13798,60-90,Maharashtra
LDSMFG_186767,33279,30-60,Maharashtra
LDSMFG_186768,234805,90-180,Karnataka
LDSMFG_186769,65716,30-60,Tamil Nadu
LDSMFG_186770,46964,30-60,Karnataka
LDSMFG_186771,133245,30-60,Maharashtra
LDSMFG_186772,203220,30-60,Tamil Nadu
LDSMFG_186773,179394,60-90,Tamil Nadu
LDSMFG_186774,228384,30-60,UP
LDSMFG_186775,195603,30-60,UP
LDSMFG_186776,162268,60-90,Delhi
LDSMFG_186777,74847,60-90,Delhi
LDSMFG_186778,91385,30-60,Tamil Nadu
LDSMFG_186779,325459,180+,Karnataka
LDSMFG_186780,200876,30-60,UP
LDSMFG_186781,23672,60-90,Tamil Nadu
LDSMFG_186782,378716,180+,Karnataka
LDSMFG_186783,162206,30-60,Karnataka
LDSMFG_186784,335048,60-90,UP
LDSMFG_186785,220084,90-180,Tamil Nadu
LDSMFG_186786,291281,30-60,Delhi
LDSMFG_186787,119594,90-180,Maharashtra
LDSMFG_186788,411117,90-180,UP
LDSMFG_186789,471863,30-60,UP
LDSMFG_186790,398499,30-60,UP
LDSMFG_186791,19208,60-90,UP
LDSMFG_186792,310138,90-180,Maharashtra
LDSMFG_186793,459215,30-60,Maharashtra
LDSMFG_186794,246192,90-180,Karnataka
LDSMFG_186795,490142,90-180,UP
LDSMFG_186796,444507,30-60,Tamil Nadu
LDSMFG_186797,439847,30-60,Karnataka
LDSMFG_186798,220126,30-60,Karnataka
LDSMFG_186799,192398,30-60,Delhi
LDSMFG_186800,465234,90-180,Maharashtra
LDSMFG_186801,27710,60-90,Karnataka
LDSMFG_186802,395471,60-90,Karnataka
LDSMFG_186803,175381,90-180,Maharashtra
LDSMFG_186804,430997,90-180,Karnataka
LDSMFG_186805,273387,60-90,Delhi
LDSMFG_186806,54907,60-90,Tamil Nadu
LDSMFG_186807,406576,60-90,Maharashtra
LDSMFG_186808,121967,60-90,UP
LDSMFG_186809,151778,90-180,Tamil Nadu
LDSMFG_186810,397531,30-60,Maharashtra
LDSMFG_186811,384493,30-60,Karnataka
LDSMFG_186812,337504,30-60,Maharashtra
LDSMFG_186813,54391,90-180,Karnataka
LDSMFG_186814,171127,60-90,Maharashtra
LDSMFG_186815,413284,90-180,Delhi
LDSMFG_186816,369813,60-90,Maharashtra
LDSMFG_186817,122275,30-60,Delhi
LDSMFG_186818,104613,30-60,Tamil Nadu
LDSMFG_186819,224470,30-60,Tamil Nadu
LDSMFG_186820,149949,30-60,Tamil Nadu
LDSMFG_186821,415042,180+,Karnataka
LDSMFG_186822,177756,90-180,Karnataka
LDSMFG_186823,415507,30-60,Delhi
LDSMFG_186824,294137,30-60,UP
LDSMFG_186825,325631,60-90,Karnataka
LDSMFG_186826,160722,90-180,Delhi
LDSMFG_186827,269614,90-180,Maharashtra
LDSMFG_186828,463821,90-180,Maharashtra
LDSMFG_186829,151242,30-60,Tamil Nadu
LDSMFG_186830,91760,180+,Delhi
LDSMFG_186831,44182,30-60,Tamil Nadu
LDSMFG_186832,181097,30-60,Tamil Nadu
LDSMFG_186833,193547,60-90,UP
LDSMFG_186834,227305,90-180,Tamil Nadu
LDSMFG_186835,148461,30-60,UP
LDSMFG_186836,225587,60-90,Tamil Nadu
LDSMFG_186837,260142,180+,Tamil Nadu
LDSMFG_186838,219120,60-90,UP
LDSMFG_186839,248653,60-90,Tamil Nadu
LDSMFG_186840,333277,90-180,UP
LDSMFG_186841,129452,30-60,Delhi
LDSMFG_186842,436545,90-180,Delhi
LDSMFG_186843,407079,30-60,Maharashtra
LDSMFG_186844,189954,180+,Maharashtra
LDSMFG_186845,91939,30-60,UP
LDSMFG_186846,437089,60-90,UP
LDSMFG_186847,418315,90-180,Maharashtra
LDSMFG_186848,221329,30-60,Tamil Nadu
LDSMFG_186849,131746,60-90,UP
LDSMFG_186850,7899,30-60,Karnataka
LDSMFG_186851,187532,90-180,Delhi
LDSMFG_186852,429912,30-60,Delhi
LDSMFG_186853,493881,90-180,UP
LDSMFG_186854,417063,30-60,Delhi
LDSMFG_186855,485610,30-60,Maharashtra
LDSMFG_186856,369438,90-180,UP
LDSMFG_186857,180564,30-60,Maharashtra
LDSMFG_186858,40516,30-60,Delhi
LDSMFG_186859,174344,30-60,UP
LDSMFG_186860,343462,60-90,Maharashtra
LDSMFG_186861,18586,60-90,Tamil Nadu
LDSMFG_186862,16222,30-60,Karnataka
LDSMFG_186863,360637,60-90,Maharashtra
LDSMFG_186864,101127,90-180,Karnataka
LDSMFG_186865,454441,30-60,UP
LDSMFG_186866,397323,30-60,Tamil Nadu
LDSMFG_186867,31287,90-180,Tamil Nadu
LDSMFG_186868,446135,60-90,Maharashtra
LDSMFG_186869,263096,30-60,Karnataka
LDSMFG_186870,476483,30-60,Tamil Nadu
LDSMFG_186871,134908,180+,UP
LDSMFG_186872,455731,60-90,UP
LDSMFG_186873,427817,90-180,UP
LDSMFG_186874,229221,30-60,Karnataka
LDSMFG_186875,155857,60-90,UP
LDSMFG_186876,107405,180+,Maharashtra
LDSMFG_186877,61907,30-60,UP
LDSMFG_186878,235603,30-60,Tamil Nadu
LDSMFG_186879,351480,60-90,Karnataka
LDSMFG_186880,216837,30-60,Tamil Nadu
LDSMFG_186881,464473,60-90,UP
LDSMFG_186882,262571,60-90,UP
LDSMFG_186883,251690,30-60,Karnataka
LDSMFG_186884,146592,60-90,Karnataka
LDSMFG_186885,37432,60-90,Maharashtra
LDSMFG_186886,30654,30-60,UP
LDSMFG_186887,124976,60-90,Delhi
LDSMFG_186888,98496,90-180,Delhi
LDSMFG_186889,343837,30-60,Delhi
LDSMFG_186890,147813,30-60,UP
LDSMFG_186891,367923,60-90,Maharashtra
LDSMFG_186892,489863,30-60,UP
LDSMFG_186893,406820,180+,Delhi
LDSMFG_186894,120526,60-90,UP
LDSMFG_186895,232375,30-60,Tamil Nadu
LDSMFG_186896,139759,60-90,Tamil Nadu
LDSMFG_186897,38794,60-90,UP
LDSMFG_186898,229852,180+,Maharashtra
LDSMFG_186899,155291,30-60,Karnataka
LDSMFG_186900,257232,60-90,Delhi
LDSMFG_186901,338475,60-90,Karnataka
LDSMFG_186902,431573,30-60,Tamil Nadu
LDSMFG_186903,15769,180+,Maharashtra
LDSMFG_186904,24552,30-60,Tamil Nadu
LDSMFG_186905,56186,90-180,Maharashtra
LDSMFG_186906,190409,90-180,Karnataka
LDSMFG_186907,476012,60-90,Tamil Nadu
LDSMFG_186908,59302,30-60,UP
LDSMFG_186909,272221,30-60,Karnataka
LDSMFG_186910,153232,90-180,UP
LDSMFG_186911,29723,90-180,UP
LDSMFG_186912,21019,30-60,Delhi
LDSMFG_186913,46006,60-90,Maharashtra
LDSMFG_186914,63611,90-180,Maharashtra
LDSMFG_186915,348296,60-90,Delhi
LDSMFG_186916,416101,30-60,UP
LDSMFG_186917,195034,90-180,Maharashtra
LDSMFG_186918,240875,90-180,Maharashtra
LDSMFG_186919,134677,180+,UP
LDSMFG_186920,72200,90-180,Maharashtra
LDSMFG_186921,142668,60-90,Delhi
LDSMFG_186922,388497,60-90,Karnataka
LDSMFG_186923,279376,180+,UP
LDSMFG_186924,240696,180+,Maharashtra
LDSMFG_186925,103189,60-90,Delhi
LDSMFG_186926,311107,90-180,UP
LDSMFG_186927,23406,30-60,UP
LDSMFG_186928,472153,30-60,Delhi
LDSMFG_186929,126897,180+,Delhi
LDSMFG_186930,225283,30-60,Maharashtra
LDSMFG_186931,394306,90-180,Maharashtra
LDSMFG_186932,444320,90-180,Maharashtra
LDSMFG_186933,276523,90-180,Karnataka
LDSMFG_186934,422630,90-180,Maharashtra
LDSMFG_186935,270197,30-60,Delhi
LDSMFG_186936,367491,90-180,Maharashtra
LDSMFG_186937,96388,90-180,Tamil Nadu
LDSMFG_186938,443746,180+,Maharashtra
LDSMFG_186939,157310,180+,UP
LDSMFG_186940,394589,30-60,UP
LDSMFG_186941,24338,30-60,UP
LDSMFG_186942,200081,180+,Delhi
LDSMFG_186943,13455,60-90,Maharashtra
LDSMFG_186944,440304,30-60,Delhi
LDSMFG_186945,352355,30-60,Maharashtra
LDSMFG_186946,132742,30-60,Delhi
LDSMFG_186947,455966,30-60,Karnataka
LDSMFG_186948,359949,60-90,UP
LDSMFG_186949,292949,180+,UP
LDSMFG_186950,182367,90-180,Tamil Nadu
LDSMFG_186951,449479,90-180,Karnataka
LDSMFG_186952,122704,180+,Tamil Nadu
LDSMFG_186953,323253,180+,Delhi
LDSMFG_186954,91053,90-180,Karnataka
LDSMFG_186955,468607,60-90,Tamil Nadu
LDSMFG_186956,26144,30-60,Karnataka
LDSMFG_186957,183149,30-60,Tamil Nadu
LDSMFG_186958,263269,90-180,Tamil Nadu
LDSMFG_186959,166109,30-60,UP
LDSMFG_186960,288393,60-90,UP
LDSMFG_186961,120160,90-180,Maharashtra
LDSMFG_186962,340383,60-90,Maharashtra
LDSMFG_186963,298220,90-180,Maharashtra
LDSMFG_186964,377217,60-90,UP
LDSMFG_186965,75210,30-60,Karnataka
LDSMFG_186966,451200,90-180,UP
LDSMFG_186967,42098,90-180,UP
LDSMFG_186968,249313,60-90,UP
LDSMFG_186969,56293,60-90,UP
LDSMFG_186970,466660,30-60,UP
LDSMFG_186971,65230,90-180,Delhi
LDSMFG_186972,142404,90-180,UP
LDSMFG_186973,362000,60-90,UP
LDSMFG_186974,313908,60-90,UP
LDSMFG_186975,70501,30-60,Maharashtra
LDSMFG_186976,25495,60-90,Delhi
LDSMFG_186977,448766,90-180,Delhi
LDSMFG_186978,29939,30-60,Delhi
LDSMFG_186979,456303,60-90,Karnataka
LDSMFG_186980,384289,30-60,UP
LDSMFG_186981,27701,60-90,Tamil Nadu
LDSMFG_186982,351297,90-180,UP
LDSMFG_186983,262993,60-90,Karnataka
LDSMFG_186984,380837,60-90,Tamil Nadu
LDSMFG_186985,464221,90-180,UP
LDSMFG_186986,207107,180+,Karnataka
LDSMFG_186987,455397,60-90,Karnataka
LDSMFG_186988,196263,30-60,Tamil Nadu
LDSMFG_186989,393173,30-60,Delhi
LDSMFG_186990,165278,90-180,Karnataka
LDSMFG_186991,159128,60-90,Tamil Nadu
LDSMFG_186992,48129,30-60,Tamil Nadu
LDSMFG_186993,140395,30-60,Karnataka
LDSMFG_186994,464740,30-60,Tamil Nadu
LDSMFG_186995,448799,60-90,Delhi
LDSMFG_186996,362550,30-60,Tamil Nadu
LDSMFG_186997,346898,30-60,Delhi
LDSMFG_186998,410518,30-60,UP
LDSMFG_186999,250973,90-180,Karnataka
LDSMFG_187000,345570,30-60,Karnataka
LDSMFG_187001,443323,30-60,Tamil Nadu
LDSMFG_187002,386857,30-60,UP
LDSMFG_187003,340163,30-60,Maharashtra
LDSMFG_187004,394176,30-60,Maharashtra
LDSMFG_187005,260264,30-60,Delhi
LDSMFG_187006,155676,90-180,Karnataka
LDSMFG_187007,64799,60-90,Maharashtra
LDSMFG_187008,91547,30-60,Delhi
LDSMFG_187009,270584,30-60,Karnataka
LDSMFG_187010,338412,180+,Tamil Nadu
LDSMFG_187011,482540,60-90,Karnataka
LDSMFG_187012,439875,180+,Tamil Nadu
LDSMFG_187013,272296,180+,Tamil Nadu
LDSMFG_187014,129446,30-60,Maharashtra
LDSMFG_187015,34345,60-90,Tamil Nadu
LDSMFG_187016,126705,90-180,UP
LDSMFG_187017,276645,30-60,UP
LDSMFG_187018,238988,60-90,UP
LDSMFG_187019,480816,30-60,Maharashtra
LDSMFG_187020,424500,60-90,Tamil Nadu
LDSMFG_187021,157278,30-60,UP
LDSMFG_187022,434884,90-180,Maharashtra
LDSMFG_187023,130044,60-90,UP
LDSMFG_187024,183942,60-90,Karnataka
LDSMFG_187025,173204,30-60,Karnataka
LDSMFG_187026,52099,60-90,Maharashtra
LDSMFG_187027,350851,90-180,UP
LDSMFG_187028,463632,30-60,Delhi
LDSMFG_187029,185941,180+,Tamil Nadu
LDSMFG_187030,128600,30-60,Tamil Nadu
LDSMFG_187031,229418,30-60,Tamil Nadu
LDSMFG_187032,8857,30-60,UP
LDSMFG_187033,488198,180+,UP
LDSMFG_187034,302099,30-60,Maharashtra
LDSMFG_187035,320048,60-90,Karnataka
LDSMFG_187036,345111,30-60,Karnataka
LDSMFG_187037,212069,90-180,Tamil Nadu
LDSMFG_187038,267924,180+,Delhi
LDSMFG_187039,165635,180+,Delhi
LDSMFG_187040,414489,30-60,Tamil Nadu
LDSMFG_187041,134611,90-180,Maharashtra
LDSMFG_187042,22013,60-90,Tamil Nadu
LDSMFG_187043,371177,90-180,UP
LDSMFG_187044,369978,30-60,Delhi
LDSMFG_187045,10664,30-60,Karnataka
LDSMFG_187046,241997,60-90,Maharashtra
LDSMFG_187047,385753,180+,UP
LDSMFG_187048,290762,30-60,Delhi
LDSMFG_187049,414397,180+,Tamil Nadu
LDSMFG_187050,245645,60-90,Tamil Nadu
LDSMFG_187051,103083,60-90,Delhi
LDSMFG_187052,434296,30-60,UP
LDSMFG_187053,81854,90-180,Tamil Nadu
LDSMFG_187054,220422,30-60,Tamil Nadu
LDSMFG_187055,322873,60-90,UP
LDSMFG_187056,49102,60-90,Delhi
LDSMFG_187057,408037,180+,Delhi
LDSMFG_187058,317769,90-180,Maharashtra
LDSMFG_187059,95591,30-60,Tamil Nadu
LDSMFG_187060,362518,180+,UP
LDSMFG_187061,284088,30-60,Karnataka
LDSMFG_187062,69933,30-60,UP
LDSMFG_187063,400911,180+,Delhi
LDSMFG_187064,198927,60-90,Maharashtra
LDSMFG_187065,406126,30-60,Tamil Nadu
LDSMFG_187066,474603,30-60,Delhi
LDSMFG_187067,281947,60-90,UP
LDSMFG_187068,340140,180+,UP
LDSMFG_187069,212559,180+,Karnataka
LDSMFG_187070,233173,60-90,Tamil Nadu
LDSMFG_187071,367451,30-60,Karnataka
LDSMFG_187072,148480,60-90,Tamil Nadu
LDSMFG_187073,458346,60-90,Karnataka
LDSMFG_187074,365401,90-180,Karnataka
LDSMFG_187075,39229,180+,Delhi
LDSMFG_187076,247414,180+,Delhi
LDSMFG_187077,296604,60-90,Maharashtra
LDSMFG_187078,34796,90-180,Maharashtra
LDSMFG_187079,481030,90-180,Tamil Nadu
LDSMFG_187080,309110,60-90,Delhi
LDSMFG_187081,377922,60-90,Maharashtra
LDSMFG_187082,337958,180+,Karnataka
LDSMFG_187083,464269,30-60,Maharashtra
LDSMFG_187084,11825,60-90,Tamil Nadu
LDSMFG_187085,45822,60-90,Maharashtra
LDSMFG_187086,337979,90-180,Tamil Nadu
LDSMFG_187087,381238,60-90,Tamil Nadu
LDSMFG_187088,372827,60-90,Maharashtra
LDSMFG_187089,183075,30-60,Karnataka
LDSMFG_187090,366448,30-60,Tamil Nadu
LDSMFG_187091,418347,60-90,Tamil Nadu
LDSMFG_187092,472583,60-90,Delhi
LDSMFG_187093,248495,30-60,Karnataka
LDSMFG_187094,333409,60-90,Tamil Nadu
LDSMFG_187095,230932,60-90,Tamil Nadu
LDSMFG_187096,423224,30-60,Delhi
LDSMFG_187097,224779,90-180,UP
LDSMFG_187098,418537,60-90,Maharashtra
LDSMFG_187099,401026,30-60,Delhi
